[1.0-10.0]&20.0&30.0,341.9639843,1000000,632264,91920.0000000001,0,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.0-30.0]&20.0&30.0,352.9029646,1000000,632264,291900,0,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.0-50.0]&20.0&30.0,567.8096755,1000000,632264,491880.000000001,0,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.0-70.0]&20.0&30.0,809.7214734,1000000,632264,691860.000000001,0,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.0-90.0]&20.0&30.0,872.1070822,1000000,632264,891840,0,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029
[21.0-30.0]&20.0&30.0,198.8278886,1000000,632264,291920,0.2,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21.0-50.0]&20.0&30.0,361.2031652,1000000,632264,491900,0.2,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21.0-70.0]&20.0&30.0,538.2143359,1000000,632264,691880.000000001,0.2,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21.0-90.0]&20.0&30.0,674.8724943,1000000,632264,891860.000000001,0.2,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31.0-40.0]&20.0&30.0,135.4702062,1000000,632264,391920,0.3,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31.0-60.0]&20.0&30.0,324.4820032,1000000,632264,591900.000000001,0.3,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,0.008,0.00007,0.0019,0.000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
